,paragraph_id,paragraph,theme_x,question,theme_y,answer
314,97,"In 2008, State Council established a counterpart support plan (《汶川地震灾后恢复重建对口支援方案》). The plan is to arrange 19 eastern and central province and municipalitie to help 18 counties, on ""one province to one affected county"" basis. The plan spanned 3 years, and cost no less than one percent of the province or municipality's budget.",2008_Sichuan_earthquake,How long did the plan last?,2008_Sichuan_earthquake,3 years
315,97,"In 2008, State Council established a counterpart support plan (《汶川地震灾后恢复重建对口支援方案》). The plan is to arrange 19 eastern and central province and municipalitie to help 18 counties, on ""one province to one affected county"" basis. The plan spanned 3 years, and cost no less than one percent of the province or municipality's budget.",2008_Sichuan_earthquake,What is the basis for this plan?,2008_Sichuan_earthquake,one province to one affected county
316,97,"In 2008, State Council established a counterpart support plan (《汶川地震灾后恢复重建对口支援方案》). The plan is to arrange 19 eastern and central province and municipalitie to help 18 counties, on ""one province to one affected county"" basis. The plan spanned 3 years, and cost no less than one percent of the province or municipality's budget.",2008_Sichuan_earthquake,What is the cost per province's budget?,2008_Sichuan_earthquake,one percent
317,99,"The earthquake also provided opportunities for researchers to retrofit data in order to model future earthquake predictions. Using data from the Intermagnet Lanzhou geomagnetic observatory, geologists Lazo Pekevski from the Ss. Cyril and Methodius University of Skopje in Macedonia and Strachimir Mavrodiev from the Bulgarian Academy of Sciences attempted to establish a ""time prediction method"" through collecting statistics on geomagnetism with tidal gravitational potential. Using this method, they were said to have predicted the time of the 2008 Sichuan earthquake with an accuracy of ±1 day. The same study, however, acknowledges the limitation of earthquake prediction models, and does not mention that the location of the quake could be accurately predicted.",2008_Sichuan_earthquake,What did the professors predict?,2008_Sichuan_earthquake,the time of the 2008 Sichuan earthquake
318,99,"The earthquake also provided opportunities for researchers to retrofit data in order to model future earthquake predictions. Using data from the Intermagnet Lanzhou geomagnetic observatory, geologists Lazo Pekevski from the Ss. Cyril and Methodius University of Skopje in Macedonia and Strachimir Mavrodiev from the Bulgarian Academy of Sciences attempted to establish a ""time prediction method"" through collecting statistics on geomagnetism with tidal gravitational potential. Using this method, they were said to have predicted the time of the 2008 Sichuan earthquake with an accuracy of ±1 day. The same study, however, acknowledges the limitation of earthquake prediction models, and does not mention that the location of the quake could be accurately predicted.",2008_Sichuan_earthquake,What did they collect to use in this method?,2008_Sichuan_earthquake,statistics
319,100,"In a press conference held by the State Council Information Office the day after the earthquake, geologist Zhang Xiaodong, deputy director of CEA's Seismic Monitoring Network Center, restated that earthquake prediction was a global issue, in the sense that no proven methods exist, and that no prediction notification was received before the earthquake. Seismologist Gary Gibson of Monash University in Australia told Deutsche Presse-Agentur that he also did not see anything that could be regarded as having 'predicted' the earthquake's occurrence.",2008_Sichuan_earthquake,What was stated in the press conference?,2008_Sichuan_earthquake,that earthquake prediction was a global issue
320,100,"In a press conference held by the State Council Information Office the day after the earthquake, geologist Zhang Xiaodong, deputy director of CEA's Seismic Monitoring Network Center, restated that earthquake prediction was a global issue, in the sense that no proven methods exist, and that no prediction notification was received before the earthquake. Seismologist Gary Gibson of Monash University in Australia told Deutsche Presse-Agentur that he also did not see anything that could be regarded as having 'predicted' the earthquake's occurrence.",2008_Sichuan_earthquake,What do many geologists believe about earthquake prediction?,2008_Sichuan_earthquake,no proven methods exist
321,100,"In a press conference held by the State Council Information Office the day after the earthquake, geologist Zhang Xiaodong, deputy director of CEA's Seismic Monitoring Network Center, restated that earthquake prediction was a global issue, in the sense that no proven methods exist, and that no prediction notification was received before the earthquake. Seismologist Gary Gibson of Monash University in Australia told Deutsche Presse-Agentur that he also did not see anything that could be regarded as having 'predicted' the earthquake's occurrence.",2008_Sichuan_earthquake,What was received before the quake occurred?,2008_Sichuan_earthquake,no prediction notification
322,100,"In a press conference held by the State Council Information Office the day after the earthquake, geologist Zhang Xiaodong, deputy director of CEA's Seismic Monitoring Network Center, restated that earthquake prediction was a global issue, in the sense that no proven methods exist, and that no prediction notification was received before the earthquake. Seismologist Gary Gibson of Monash University in Australia told Deutsche Presse-Agentur that he also did not see anything that could be regarded as having 'predicted' the earthquake's occurrence.",2008_Sichuan_earthquake,What did  seismologist Gary Gibson have to say about the prediction of the quake?,2008_Sichuan_earthquake,did not see anything
323,101,"In 2002, Chinese geologist Chen Xuezhong published a Seismic Risk Analysis study in which he came to the conclusion that beginning with 2003, attention should be paid to the possibility of an earthquake with a magnitude of over 7.0 occurring in Sichuan region. He based his study on statistical correlation. That Sichuan is a seismically active area has been discussed for years prior to the quake, though few studies point to a specific date and time.",2008_Sichuan_earthquake,Who published a Seismic Risk Analysis Study?,2008_Sichuan_earthquake,Chen Xuezhong
324,101,"In 2002, Chinese geologist Chen Xuezhong published a Seismic Risk Analysis study in which he came to the conclusion that beginning with 2003, attention should be paid to the possibility of an earthquake with a magnitude of over 7.0 occurring in Sichuan region. He based his study on statistical correlation. That Sichuan is a seismically active area has been discussed for years prior to the quake, though few studies point to a specific date and time.",2008_Sichuan_earthquake,What strength did he predict the next quake in Sichuan to be?,2008_Sichuan_earthquake,over 7.0
